Car Details,Car Price,Car Name
"CaracterísticasFORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloFORD FIESTA TIT./TIT.PLUS 1.6 16V FLEX AUT.MarcaFORDAno2015Quilometragem78000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoAr condicionadoSensor de réTrava elétricaVidro elétrico",R$49.900,
"CaracterísticasMITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 AUT.CategoriaCarros, vans e utilitáriosModeloMITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 AUT.MarcaMITSUBISHITipo de veículoSUVAno2015Quilometragem89000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$62.800,
"CaracterísticasTOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT.MarcaTOYOTATipo de veículoPick-upAno2020Quilometragem66000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$219.800,
"CaracterísticasCITROEN FEEL 1.0 FLEX 6V 5P MEC.CategoriaCarros, vans e utilitáriosModeloCITROEN FEEL 1.0 FLEX 6V 5P MEC.MarcaCITROENTipo de veículoHatchAno2023Quilometragem0Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorOutraPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$78.990,
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2021Quilometragem50238Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$119.990,
"CaracterísticasCHERY TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.MarcaCHERYTipo de veículoSUVAno2022Quilometragem30579Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$120.990,
"CaracterísticasAUDI Q3 2.0 TFSI QUAT. 170/180CV S-TRONIC 5PCategoriaCarros, vans e utilitáriosModeloAUDI Q3 2.0 TFSI QUAT. 170/180CV S-TRONIC 5PMarcaAUDITipo de veículoSUVAno2014Quilometragem96682Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$79.900,
"CaracterísticasCHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2019Quilometragem34450Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisTrava elétrica",R$64.900,
"CaracterísticasCHERY ARRIZO 5 RXT 1.5 16V TURBO FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCHERY ARRIZO 5 RXT 1.5 16V TURBO FLEX AUT.MarcaCHERYTipo de veículoSedãAno2019Quilometragem87500Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$60.500,
"CaracterísticasCHEVROLET HATCH LTZ 1.0 12V TB FLEX 5P AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET HATCH LTZ 1.0 12V TB FLEX 5P AUTMarcaCHEVROLETTipo de veículoHatchAno2023Quilometragem37508Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$92.900,
"CaracterísticasHONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4PCategoriaCarros, vans e utilitáriosModeloHONDA CIVIC SEDAN EX 2.0 FLEX 16V AUT.4PMarcaHONDATipo de veículoSedãAno2020Quilometragem6500011Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$114.900,
"CaracterísticasVOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4PMarcaVOLKSWAGENTipo de veículoHatchAno2010Quilometragem150000Potência do motor1.2CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$21.900,
"CaracterísticasHYUNDAI HB20S VISION 1.0 FLEX 12V MECCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S VISION 1.0 FLEX 12V MECMarcaHYUNDAITipo de veículoSedãAno2020Quilometragem95000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$62.999,
"CaracterísticasVOLKSWAGEN GOL GL 1.6 MI/STAR 1.6 E 1.8/ATLANTA 1.6 (ÁLCOOL)CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL GL 1.6 MI/STAR 1.6 E 1.8/ATLANTA 1.6 (ÁLCOOL)MarcaVOLKSWAGENTipo de veículoHatchAno1988Quilometragem999999Potência do motor1.6CombustívelÁlcoolPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa3",R$10.500,
"CaracterísticasVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8VCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8VMarcaVOLKSWAGENTipo de veículoPick-upAno2021Quilometragem38000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$68.000,
"CaracterísticasNISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.MarcaNISSANAno2019Quilometragem65000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa4Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico",R$82.900,
"CaracterísticasFIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4PCategoriaCarros, vans e utilitáriosModeloFIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4PMarcaFIATTipo de veículoHatchAno2008Quilometragem144000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorAzulPortas4 portasFinal de placa8Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeSomTrava elétrica",R$22.900,
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.MarcaJEEPTipo de veículoSUVAno2017Quilometragem84927Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$103.900,
"CaracterísticasFIAT 500 CABRIO DUALOGIC FLEX 1.4 8VCategoriaCarros, vans e utilitáriosModeloFIAT 500 CABRIO DUALOGIC FLEX 1.4 8VMarcaFIATTipo de veículoHatchAno2014Quilometragem68230Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas2 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$69.990,
"CaracterísticasRENAULT CLIO PRIVILÈGE HI-FLEX 1.6 16V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT CLIO PRIVILÈGE HI-FLEX 1.6 16V 5PMarcaRENAULTTipo de veículoSedãAno2007Quilometragem152000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$18.990,
"CaracterísticasFIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloFIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4PMarcaFIATTipo de veículoSedãAno2013Quilometragem190000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$28.000,
"CaracterísticasFIAT TOROCategoriaCarros, vans e utilitáriosModeloFIAT TOROMarcaFIATAno2021Quilometragem63605Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa6",R$135.900,
"CaracterísticasHYUNDAI HB20 COPA DO MUNDO 1.0 FLEX 12V MEC.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 COPA DO MUNDO 1.0 FLEX 12V MEC.MarcaHYUNDAITipo de veículoHatchAno2018Quilometragem3000CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa5Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$59.990,
"CaracterísticasRENAULT CLIO RL / YAHOO/ AUTHENT. 1.0 8V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT CLIO RL / YAHOO/ AUTHENT. 1.0 8V 5PMarcaRENAULTTipo de veículoHatchAno2007Quilometragem88000Potência do motor1.0CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa5Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeTrava elétricaVidro elétrico",R$13.500,
"CaracterísticasCHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CVCategoriaCarros, vans e utilitáriosModeloCHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CVMarcaCHEVROLETTipo de veículoSUVAno2011Quilometragem130817Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCorPretoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$39.990,
"CaracterísticasHYUNDAI IX35CategoriaCarros, vans e utilitáriosModeloHYUNDAI IX35MarcaHYUNDAIAno2012Quilometragem111823Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa5",R$64.990,
"CaracterísticasCHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.CategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.MarcaCHEVROLETTipo de veículoHatchAno2018Quilometragem66308Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$63.990,
"CaracterísticasVOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN UP! MOVE 1.0 TOTAL FLEX 12V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2019Quilometragem30000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portas",R$56.500,
"CaracterísticasRELY LINKCategoriaCarros, vans e utilitáriosModeloRELY LINKMarcaRELYAno1950 ou anteriorQuilometragem26000Possui Kit GNVNãoTipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionado",Prix non trouvé,
"CaracterísticasFORD KA 1.0 SE 12V FLEX 4P MANUALCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 SE 12V FLEX 4P MANUALMarcaFORDTipo de veículoHatchAno2018Quilometragem66000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$46.990,
"CaracterísticasFIAT CRONOS DRIVE 1.3 8V FLEXCategoriaCarros, vans e utilitáriosModeloFIAT CRONOS DRIVE 1.3 8V FLEXMarcaFIATAno2022Quilometragem45000Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagSensor de ré",R$71.700,
"CaracterísticasRENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.CategoriaCarros, vans e utilitáriosModeloRENAULT KWID ZEN 1.0 FLEX 12V 5P MEC.MarcaRENAULTTipo de veículoHatchAno2021Quilometragem15000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$47.900,
"CaracterísticasHONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloHONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.MarcaHONDATipo de veículoHatchAno2013Quilometragem185558Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$48.790,
"CaracterísticasPEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 208 GRIFFE 1.6 FLEX 16V 5P AUT.MarcaPEUGEOTTipo de veículoHatchAno2013Quilometragem96000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$43.900,
"CaracterísticasHYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4PCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4PMarcaHYUNDAITipo de veículoSedãAno2019Quilometragem49000CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa2Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$63.900,
"CaracterísticasFIAT MOBI LIKE 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI LIKE 1.0 FIRE FLEX 5P.MarcaFIATAno2024Quilometragem0Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCorCinzaFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$62.800,
"CaracterísticasFIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PMarcaFIATTipo de veículoHatchAno2015Quilometragem95000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$34.900.000,
"CaracterísticasCHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.MarcaCHEVROLETAno2014Quilometragem119000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$58.900,
"CaracterísticasHYUNDAI CRETA ATTITUDE 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA ATTITUDE 1.6 16V FLEX AUT.MarcaHYUNDAITipo de veículoSUVAno2019Quilometragem62000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$87.000,
"CaracterísticasCHEVROLET COBALT LT 1.8 8V ECONO.FLEX 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET COBALT LT 1.8 8V ECONO.FLEX 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2019Quilometragem63000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$52.900,
"CaracterísticasCHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5PCategoriaCarros, vans e utilitáriosModeloCHEVROLET CELTA 1.0/ SUPER 1.0 MPFI VHC 8V 5PMarcaCHEVROLETTipo de veículoHatchAno2012Quilometragem83652000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$21.000,
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.MarcaJEEPTipo de veículoSUVAno2019Quilometragem25000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$130.900,
"CaracterísticasJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2018Quilometragem93446Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$75.800,
"CaracterísticasRENAULT OROCH INTENSE 1.6 FLEX 16V MEC.CategoriaCarros, vans e utilitáriosModeloRENAULT OROCH INTENSE 1.6 FLEX 16V MEC.MarcaRENAULTTipo de veículoPick-upAno2023Quilometragem18089Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$98.900,
"CaracterísticasVOLKSWAGEN GOL 1.6 MSI FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL 1.6 MSI FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2019Quilometragem53265Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$49.900,
"CaracterísticasFORD KA 1.0 SE/SE PLUS TIVCT FLEX 5PCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 SE/SE PLUS TIVCT FLEX 5PMarcaFORDTipo de veículoHatchAno2019Quilometragem123000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$47.000,
"CaracterísticasFIAT TOROCategoriaCarros, vans e utilitáriosModeloFIAT TOROMarcaFIATAno2022Quilometragem24926Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$155.900,
"CaracterísticasVOLKSWAGEN SPACEFOX 1.6/ 1.6 TREND TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SPACEFOX 1.6/ 1.6 TREND TOTAL FLEX 8V 5PMarcaVOLKSWAGENAno2007Quilometragem173000CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa5Tipo de direçãoMecânica",R$34.900,
"CaracterísticasTOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUTCategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX SW4 SRV D4-D 4X4 3.0 TDI DIES. AUTMarcaTOYOTATipo de veículoSUVAno2010Quilometragem203000Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$110.000,
"CaracterísticasPEUGEOT 206 SELECTION/ SENSATION 1.0 16V 5PCategoriaCarros, vans e utilitáriosModeloPEUGEOT 206 SELECTION/ SENSATION 1.0 16V 5PMarcaPEUGEOTTipo de veículoHatchAno2003Quilometragem250000Potência do motor1.0CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorAzulPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$8.900,
"CaracterísticasCHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2017Quilometragem103885Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$83.900,
"CaracterísticasFIAT FIORINO ENDURANCE EVO 1.4 FLEX 8V 2PCategoriaCarros, vans e utilitáriosModeloFIAT FIORINO ENDURANCE EVO 1.4 FLEX 8V 2PMarcaFIATTipo de veículoVan/UtilitárioAno2021Quilometragem50800Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$74.900,
"CaracterísticasFIAT DOBLO CARGO 1.3 FIRE 16V 4/5PCategoriaCarros, vans e utilitáriosModeloFIAT DOBLO CARGO 1.3 FIRE 16V 4/5PMarcaFIATTipo de veículoVan/UtilitárioAno2003Quilometragem156782Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa0Tipo de direçãoHidráulica",R$19.000,
"CaracterísticasTOYOTA HILUX SW4 SR 4X2 2.7/ 2.7 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX SW4 SR 4X2 2.7/ 2.7 FLEX 16V AUT.MarcaTOYOTATipo de veículoSUVAno2017Quilometragem110800Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorOutraPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$165.000,
