Titre,motclé,tag,tag1,date,upper,information,information7,information8,information9,tag12
"

                              25 205 €  ","SUBARU
OUTBACK
2.0",SUBARU,OUTBACK, 07/01/2023, RUSSIE,DIESEL,150 000 KM,2017,AUTOMATIQUE,2.0
"

                              43 059 €  ","CHERY
TIGGO
2.0",CHERY,TIGGO, 08/01/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
"

                              36 194 €  ","MAZDA
6
2.0",MAZDA,6, 09/01/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              28 230 €  ","MAZDA
CX-5
2.5",MAZDA,CX-5, 09/01/2023, RUSSIE,ESSENCE,101 000 KM,2017,AUTOMATIQUE,2.5
,"MAZDA
2
2.0",MAZDA,2, 09/01/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
,"MAZDA
6
2.5",MAZDA,6, 09/01/2023, RUSSIE,ESSENCE,70 000 KM,2017,AUTOMATIQUE,2.5
,"MAZDA
MX-30",MAZDA,MX-30, 09/01/2023, RUSSIE,ELECTRIQUE,56 000 KM,2020,AUTOMATIQUE,
"

                              20 164 €  ","MAZDA
CX-5
2.5",MAZDA,CX-5, 09/01/2023, RUSSIE,ESSENCE,120 000 KM,2016,AUTOMATIQUE,2.5
"

                              2 453 €  ","MAZDA
MPV
2.0",MAZDA,MPV, 09/01/2023, RUSSIE,ESSENCE,300 000 KM,2001,AUTOMATIQUE,2.0
"

                              20 769 €  ","SUBARU
FORESTER
2.5",SUBARU,FORESTER, 10/01/2023, RUSSIE,ESSENCE,59 000 KM,2017,AUTOMATIQUE,2.5
,"HONDA
INSIGHT
1.3HYBRID",HONDA,INSIGHT, 10/01/2023, RUSSIE,HYBRIDE,52 000 KM,2010,AUTOMATIQUE,1.3
"

                              18 127 €  ","MAZDA
CX-5
2.5",MAZDA,CX-5, 10/01/2023, RUSSIE,ESSENCE,130 585 KM,2016,AUTOMATIQUE,2.5
,"MAZDA
CX-5
2.5",MAZDA,CX-5, 10/01/2023, RUSSIE,ESSENCE,120 930 KM,2014,AUTOMATIQUE,2.5
"

                              12 603 €  ","MAZDA
CX-7
2.5",MAZDA,CX-7, 10/01/2023, RUSSIE,ESSENCE,161 000 KM,2011,AUTOMATIQUE,2.5
,"HONDA
CR-V
2.0",HONDA,CR-V, 10/01/2023, RUSSIE,ESSENCE,150 000 KM,2003,AUTOMATIQUE,2.0
,"HONDA
ODYSSEY
2.2",HONDA,ODYSSEY, 10/01/2023, RUSSIE,ESSENCE,285 000 KM,1996,AUTOMATIQUE,2.2
"

                              3 831 €  ","HONDA
HR-V
1.6",HONDA,HR-V, 10/01/2023, RUSSIE,ESSENCE,211 000 KM,2000,MANUELLE,1.6
"

                              35 781 €  ","HONDA
ODYSSEY
V6 3.5",HONDA,ODYSSEY, 10/01/2023, RUSSIE,ESSENCE,32 123 KM,2018,AUTOMATIQUE,V6 3.5
,"HONDA
STEPWGN",HONDA,STEPWGN, 10/01/2023, RUSSIE,ESSENCE,86 666 KM,2015,AUTOMATIQUE,
"

                              25 104 €  ","HONDA
STEPWGN",HONDA,STEPWGN, 10/01/2023, RUSSIE,ESSENCE,103 000 KM,2015,AUTOMATIQUE,
"

                              6 049 €  ","MAZDA
BONGO
2.0",MAZDA,BONGO, 10/01/2023, RUSSIE,DIESEL,290 000 KM,1999,MANUELLE,2.0
"

                              6 352 €  ","HONDA
N-ONE
0.7",HONDA,N-ONE, 10/01/2023, RUSSIE,ESSENCE,127 000 KM,2014,AUTOMATIQUE,0.7
"

                              17 139 €  ","HONDA
ELYSION
2.4",HONDA,ELYSION, 10/01/2023, RUSSIE,ESSENCE,170 000 KM,2008,AUTOMATIQUE,2.4
,"HONDA
VEZEL
1.5",HONDA,VEZEL, 10/01/2023, RUSSIE,ESSENCE,60 100 KM,2015,AUTOMATIQUE,1.5
"

                              15 113 €  ","HONDA
CIVIC
TYPE R2.0",HONDA,CIVIC, 10/01/2023, RUSSIE,ESSENCE,262 000 KM,2010,MANUELLE,TYPE R
"

                              14 710 €  ","HONDA
CR-V
2.4",HONDA,CR-V, 10/01/2023, RUSSIE,ESSENCE,187 000 KM,2012,AUTOMATIQUE,2.4
,"HONDA
CR-V
2.0",HONDA,CR-V, 10/01/2023, RUSSIE,ESSENCE,225 664 KM,2003,AUTOMATIQUE,2.0
"

                              5 797 €  ","OPEL
ASTRA
1.6",OPEL,ASTRA, 11/01/2023, RUSSIE,ESSENCE,208 700 KM,2010,MANUELLE,1.6
,"SKODA
ROOMSTER
1.2",SKODA,ROOMSTER, 11/01/2023, RUSSIE,ESSENCE,89 000 KM,2010,MANUELLE,1.2
,"SKODA
SUPERB
2.0",SKODA,SUPERB, 11/01/2023, RUSSIE,ESSENCE,77 200 KM,2019,AUTOMATIQUE,2.0
"

                              9 427 €  ","OPEL
ASTRA
1.6",OPEL,ASTRA, 11/01/2023, RUSSIE,ESSENCE,190 000 KM,2013,AUTOMATIQUE,1.6
,"SKODA
YETI
1.8",SKODA,YETI, 11/01/2023, RUSSIE,ESSENCE,111 111 KM,2018,AUTOMATIQUE,1.8
,"SKODA
OCTAVIA
1.6",SKODA,OCTAVIA, 11/01/2023, RUSSIE,ESSENCE,170 000 KM,2018,MANUELLE,1.6
"

                              17 644 €  ","SKODA
OCTAVIA
1.8",SKODA,OCTAVIA, 11/01/2023, RUSSIE,ESSENCE,185 000 KM,2012,AUTOMATIQUE,1.8
"

                              13 107 €  ","SKODA
RAPID
1.6",SKODA,RAPID, 11/01/2023, RUSSIE,ESSENCE,195 000 KM,2019,MANUELLE,1.6
"

                              8 721 €  ","SKODA
RAPID
1.6",SKODA,RAPID, 11/01/2023, RUSSIE,ESSENCE,168 000 KM,2018,MANUELLE,1.6
,"SKODA
FABIA
1.4",SKODA,FABIA, 11/01/2023, RUSSIE,ESSENCE,142 786 KM,2013,MANUELLE,1.4
"

                              6 503 €  ","SKODA
OCTAVIA
1.6",SKODA,OCTAVIA, 11/01/2023, RUSSIE,ESSENCE,103 000 KM,2013,MANUELLE,1.6
"

                              17 139 €  ","OPEL
INSIGNIA
1.6",OPEL,INSIGNIA, 11/01/2023, RUSSIE,ESSENCE,69 300 KM,2014,AUTOMATIQUE,1.6
"

                              11 584 €  ","OPEL
INSIGNIA
2.0",OPEL,INSIGNIA, 11/01/2023, RUSSIE,ESSENCE,160 000 KM,2011,AUTOMATIQUE,2.0
,"SKODA
SUPERB
2.0",SKODA,SUPERB, 11/01/2023, RUSSIE,ESSENCE,35 999 KM,2019,AUTOMATIQUE,2.0
"

                              4 033 €  ","OPEL
OMEGA
2.5",OPEL,OMEGA, 11/01/2023, RUSSIE,DIESEL,425 000 KM,1995,MANUELLE,2.5
"

                              2 218 €  ","OPEL
OMEGA
2.0",OPEL,OMEGA, 11/01/2023, RUSSIE,ESSENCE,303 974 KM,1995,AUTOMATIQUE,2.0
,"OPEL
ASTRA
1.6",OPEL,ASTRA, 11/01/2023, RUSSIE,ESSENCE,86 000 KM,2013,MANUELLE,1.6
,"SKODA
FABIA
1.4",SKODA,FABIA, 11/01/2023, RUSSIE,ESSENCE,193 000 KM,2002,MANUELLE,1.4
"

                              2 521 €  ","SKODA
FABIA
1.4",SKODA,FABIA, 11/01/2023, RUSSIE,ESSENCE,200 000 KM,2006,MANUELLE,1.4
"

                              9 376 €  ","SKODA
YETI
1.2",SKODA,YETI, 11/01/2023, RUSSIE,ESSENCE,285 000 KM,2014,MANUELLE,1.2
"

                              9 578 €  ","SKODA
SUPERB
V6 3.6",SKODA,SUPERB, 11/01/2023, RUSSIE,ESSENCE,221 500 KM,2010,AUTOMATIQUE,V6 3.6
"

                              3 831 €  ","SKODA
FABIA
1.4",SKODA,FABIA, 11/01/2023, RUSSIE,ESSENCE,230 000 KM,2000,MANUELLE,1.4
,"HONDA
PILOT
V6 3.5",HONDA,PILOT, 11/01/2023, RUSSIE,ESSENCE,270 000 KM,2008,AUTOMATIQUE,V6 3.5
,"SKODA
SUPERB
1.8",SKODA,SUPERB, 12/01/2023, RUSSIE,ESSENCE,271 334 KM,2014,AUTOMATIQUE,1.8
"

                              7 562 €  ","MITSUBISHI
PAJERO
V6 3.5",MITSUBISHI,PAJERO, 12/01/2023, RUSSIE,ESSENCE,250 000 KM,2000,MANUELLE,V6 3.5
"

                              16 635 €  ","RENAULT
SANDERO
1.6",RENAULT,SANDERO, 13/01/2023, RUSSIE,ESSENCE,101 000 KM,2018,MANUELLE,1.6
"

                              3 377 €  ","MITSUBISHI
LANCER
1.6",MITSUBISHI,LANCER, 13/01/2023, RUSSIE,ESSENCE,200 000 KM,2006,MANUELLE,1.6
,"MITSUBISHI
DELICA",MITSUBISHI,DELICA, 13/01/2023, RUSSIE,DIESEL,290 000 KM,1988,MANUELLE,
"

                              2 974 €  ","MITSUBISHI
LANCER
1.6",MITSUBISHI,LANCER, 13/01/2023, RUSSIE,ESSENCE,200 000 KM,2005,MANUELLE,1.6
"

                              4 839 €  ","RENAULT
LOGAN
1.4",RENAULT,LOGAN, 13/01/2023, RUSSIE,ESSENCE,351 000 KM,2011,MANUELLE,1.4
"

                              4 023 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 13/01/2023, RUSSIE,ESSENCE,167 155 KM,2012,MANUELLE,1.6
,"MITSUBISHI
LANCER
1.5",MITSUBISHI,LANCER, 13/01/2023, RUSSIE,ESSENCE,123 000 KM,2001,AUTOMATIQUE,1.5
,"RENAULT
SCENIC
1.6",RENAULT,SCENIC, 13/01/2023, RUSSIE,ESSENCE,97 000 KM,2006,AUTOMATIQUE,1.6
"

                              3 024 €  ","RENAULT
SYMBOL
1.4",RENAULT,SYMBOL, 13/01/2023, RUSSIE,ESSENCE,255 555 KM,2004,MANUELLE,1.4
"

                              41 326 €  ","MITSUBISHI
PAJERO
V6 3.0ES SPORT",MITSUBISHI,PAJERO, 13/01/2023, RUSSIE,ESSENCE,94 KM,2023,AUTOMATIQUE,V6 3.0
"

                              3 015 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 13/01/2023, RUSSIE,ESSENCE,130 000 KM,2007,MANUELLE,1.6
"

                              3 015 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 13/01/2023, RUSSIE,ESSENCE,195 000 KM,2007,MANUELLE,1.6
"

                              2 420 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 13/01/2023, RUSSIE,ESSENCE,200 000 KM,2006,MANUELLE,1.6
"

                              40 328 €  ","MITSUBISHI
PAJERO
V6 3.0",MITSUBISHI,PAJERO, 13/01/2023, RUSSIE,ESSENCE,26 000 KM,2012,AUTOMATIQUE,V6 3.0
,"MITSUBISHI
L200
2.4",MITSUBISHI,L200, 13/01/2023, RUSSIE,ESSENCE,10 KM,2022,MANUELLE,2.4
,"RENAULT
SANDERO
1.6",RENAULT,SANDERO, 13/01/2023, RUSSIE,ESSENCE,33 328 KM,2020,MANUELLE,1.6
,"MITSUBISHI
OUTLANDER
2.0",MITSUBISHI,OUTLANDER, 13/01/2023, RUSSIE,ESSENCE,96 000 KM,2020,AUTOMATIQUE,2.0
"

                              15 123 €  ","RENAULT
MEGANE
1.5",RENAULT,MEGANE, 13/01/2023, RUSSIE,DIESEL,95 000 KM,2018,MANUELLE,1.5
,"MITSUBISHI
L300
2.0",MITSUBISHI,L300, 13/01/2023, RUSSIE,ESSENCE,19 546 KM,1989,MANUELLE,2.0
,"RENAULT
CAPTUR
1.6",RENAULT,CAPTUR, 13/01/2023, RUSSIE,ESSENCE,99 000 KM,2018,AUTOMATIQUE,1.6
"

                              10 788 €  ","RENAULT
DUSTER
1.6",RENAULT,DUSTER, 13/01/2023, RUSSIE,ESSENCE,70 000 KM,2017,MANUELLE,1.6
"

                              13 097 €  ","RENAULT
SANDERO
1.6",RENAULT,SANDERO, 13/01/2023, RUSSIE,ESSENCE,35 600 KM,2021,MANUELLE,1.6
"

                              11 282 €  ","RENAULT
DUSTER
2.0",RENAULT,DUSTER, 13/01/2023, RUSSIE,ESSENCE,95 149 KM,2016,MANUELLE,2.0
"

                              11 080 €  ","RENAULT
KOLEOS
2.5",RENAULT,KOLEOS, 13/01/2023, RUSSIE,ESSENCE,74 000 KM,2013,AUTOMATIQUE,2.5
"

                              9 074 €  ","MITSUBISHI
LANCER
2.0",MITSUBISHI,LANCER, 13/01/2023, RUSSIE,ESSENCE,211 000 KM,2008,AUTOMATIQUE,2.0
"

                              12 098 €  ","RENAULT
LOGAN
1.6",RENAULT,LOGAN, 13/01/2023, RUSSIE,ESSENCE,344 KM,2020,MANUELLE,1.6
"

                              6 846 €  ","RENAULT
SANDERO
1.6",RENAULT,SANDERO, 13/01/2023, RUSSIE,ESSENCE,143 000 KM,2012,MANUELLE,1.6
,"RENAULT
DUSTER
1.6",RENAULT,DUSTER, 13/01/2023, RUSSIE,ESSENCE,238 000 KM,2013,MANUELLE,1.6
"

                              17 139 €  ","MITSUBISHI
OUTLANDER
2.04X4",MITSUBISHI,OUTLANDER, 13/01/2023, RUSSIE,ESSENCE,122 000 KM,2014,AUTOMATIQUE,2.0
"

                              19 156 €  ","MITSUBISHI
ECLIPSE CROSS
1.5",MITSUBISHI,ECLIPSE CROSS, 13/01/2023, RUSSIE,ESSENCE,62 800 KM,2019,AUTOMATIQUE,1.5
,"MITSUBISHI
OUTLANDER
V6 3.04X4",MITSUBISHI,OUTLANDER, 13/01/2023, RUSSIE,ESSENCE,367 700 KM,2015,AUTOMATIQUE,V6 3.0
"

                              6 553 €  ","RENAULT
LAGUNA
1.8",RENAULT,LAGUNA, 13/01/2023, RUSSIE,ESSENCE,274 000 KM,2002,AUTOMATIQUE,1.8
"

                              15 577 €  ","MITSUBISHI
PAJERO
2.5ES SPORT",MITSUBISHI,PAJERO, 13/01/2023, RUSSIE,DIESEL,200 400 KM,2014,MANUELLE,2.5
,"MITSUBISHI
DELICA",MITSUBISHI,DELICA, 13/01/2023, RUSSIE,ESSENCE,200 000 KM,2009,AUTOMATIQUE,
"

                              13 611 €  ","MITSUBISHI
ASX
1.6",MITSUBISHI,ASX, 13/01/2023, RUSSIE,ESSENCE,60 000 KM,2013,MANUELLE,1.6
"

                              14 004 €  ","MITSUBISHI
PAJERO
2.5ES SPORT",MITSUBISHI,PAJERO, 13/01/2023, RUSSIE,DIESEL,395 000 KM,2010,MANUELLE,2.5
"

                              25 175 €  ","RENAULT
ARKANA
1.6",RENAULT,ARKANA, 13/01/2023, RUSSIE,ESSENCE,12 KM,2022,AUTOMATIQUE,1.6
"

                              22 483 €  ","RENAULT
ARKANA
1.6",RENAULT,ARKANA, 13/01/2023, RUSSIE,ESSENCE,8 131 KM,2020,MANUELLE,1.6
"

                              12 098 €  ","MITSUBISHI
OUTLANDER
2.0",MITSUBISHI,OUTLANDER, 13/01/2023, RUSSIE,ESSENCE,230 000 KM,2010,AUTOMATIQUE,2.0
"

                              20 658 €  ","RENAULT
CAPTUR
1.6",RENAULT,CAPTUR, 13/01/2023, RUSSIE,ESSENCE,10 955 KM,2020,AUTOMATIQUE,1.6
,"RENAULT
SANDERO
1.6",RENAULT,SANDERO, 13/01/2023, RUSSIE,ESSENCE,70 KM,2022,MANUELLE,1.6
,"MITSUBISHI
PAJERO
3.2",MITSUBISHI,PAJERO, 13/01/2023, RUSSIE,DIESEL,387 949 KM,2005,AUTOMATIQUE,3.2
"

                              9 477 €  ","MITSUBISHI
PAJERO
V6 3.5",MITSUBISHI,PAJERO, 13/01/2023, RUSSIE,ESSENCE,50 000 KM,1999,AUTOMATIQUE,V6 3.5
"

                              15 728 €  ","RENAULT
CAPTUR
1.6",RENAULT,CAPTUR, 13/01/2023, RUSSIE,ESSENCE,97 000 KM,2017,AUTOMATIQUE,1.6
,"JEEP
WRANGLER
2.8",JEEP,WRANGLER, 14/01/2023, RUSSIE,DIESEL,165 000 KM,2012,AUTOMATIQUE,2.8
"

                              2 823 €  ","CHEVROLET
AVEO
1.4",CHEVROLET,AVEO, 14/01/2023, RUSSIE,ESSENCE,180 000 KM,2007,MANUELLE,1.4
"

                              2 712 €  ","CHEVROLET
EVANDA
2.0",CHEVROLET,EVANDA, 14/01/2023, RUSSIE,ESSENCE,250 000 KM,2006,AUTOMATIQUE,2.0
"

                              3 025 €  ","CHEVROLET
LACETTI
1.4",CHEVROLET,LACETTI, 14/01/2023, RUSSIE,ESSENCE,223 000 KM,2007,MANUELLE,1.4
"

                              2 773 €  ","CHEVROLET
NIVA
1.7",CHEVROLET,NIVA, 14/01/2023, RUSSIE,ESSENCE,200 000 KM,2006,MANUELLE,1.7
,"CHEVROLET
CAPRICE",CHEVROLET,CAPRICE, 14/01/2023, RUSSIE,ESSENCE,100 000 KM,1975,AUTOMATIQUE,
"

                              29 238 €  ","CHEVROLET
TAHOE
V8 5.3",CHEVROLET,TAHOE, 14/01/2023, RUSSIE,ESSENCE,135 000 KM,2013,AUTOMATIQUE,V8 5.3
,"CHEVROLET
GROOVE
1.5",CHEVROLET,GROOVE, 14/01/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.5
,"CHEVROLET
MALIBU
1.5",CHEVROLET,MALIBU, 14/01/2023, RUSSIE,ESSENCE,43 000 KM,2018,AUTOMATIQUE,1.5
"

                              12 098 €  ","CHEVROLET
TRAILBLAZER
2.8",CHEVROLET,TRAILBLAZER, 14/01/2023, RUSSIE,DIESEL,268 000 KM,2014,AUTOMATIQUE,2.8
"

                              9 326 €  ","CHEVROLET
CAPTIVA
V6 2.4",CHEVROLET,CAPTIVA, 14/01/2023, RUSSIE,ESSENCE,120 000 KM,2011,MANUELLE,V6 2.4
,"CHEVROLET
LACETTI
1.4",CHEVROLET,LACETTI, 14/01/2023, RUSSIE,ESSENCE,170 122 KM,2010,MANUELLE,1.4
"

                              3 932 €  ","CHEVROLET
AVEO
1.4",CHEVROLET,AVEO, 14/01/2023, RUSSIE,ESSENCE,146 000 KM,2009,MANUELLE,1.4
"

                              5 545 €  ","CHEVROLET
CRUZE
1.8",CHEVROLET,CRUZE, 14/01/2023, RUSSIE,ESSENCE,157 000 KM,2011,MANUELLE,1.8
"

                              4 023 €  ","CHEVROLET
LACETTI
1.6",CHEVROLET,LACETTI, 15/01/2023, RUSSIE,ESSENCE,190 000 KM,2010,MANUELLE,1.6
"

                              53 435 €  ","AUDI
Q7
45 TDIV6 3.0QUATTRO",AUDI,Q7, 16/01/2023, RUSSIE,DIESEL,120 000 KM,2019,AUTOMATIQUE,45 TDI
"

                              14 367 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 16/01/2023, RUSSIE,ESSENCE,75 500 KM,2017,AUTOMATIQUE,1.6
"

                              15 123 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 16/01/2023, RUSSIE,ESSENCE,62 000 KM,2017,AUTOMATIQUE,1.6
"

                              11 090 €  ","FORD
S-MAX
2.0S",FORD,S-MAX, 16/01/2023, RUSSIE,ESSENCE,187 000 KM,2012,MANUELLE,2.0
,"MAZDA
3
1.6",MAZDA,3, 16/01/2023, RUSSIE,ESSENCE,124 199 KM,2013,MANUELLE,1.6
"

                              2 369 €  ","FORD
FOCUS
1.8",FORD,FOCUS, 16/01/2023, RUSSIE,ESSENCE,265 000 KM,2004,MANUELLE,1.8
"

                              2 510 €  ","FORD
FOCUS
1.8",FORD,FOCUS, 16/01/2023, RUSSIE,ESSENCE,200 000 KM,2003,MANUELLE,1.8
,"FORD
MONDEO
1.6",FORD,MONDEO, 16/01/2023, RUSSIE,ESSENCE,350 000 KM,2012,MANUELLE,1.6
"

                              5 041 €  ","FORD
FOCUS
1.6",FORD,FOCUS, 16/01/2023, RUSSIE,DIESEL,255 395 KM,2008,MANUELLE,1.6
,"FORD
F150
V8 5.4",FORD,F150, 16/01/2023, RUSSIE,ESSENCE,17 700 KM,2007,AUTOMATIQUE,V8 5.4
"

                              8 721 €  ","FORD
MONDEO
2.3",FORD,MONDEO, 16/01/2023, RUSSIE,ESSENCE,221 841 KM,2012,AUTOMATIQUE,2.3
"

                              6 049 €  ","FORD
FOCUS
1.8",FORD,FOCUS, 16/01/2023, RUSSIE,ESSENCE,192 000 KM,2010,MANUELLE,1.8
"

                              4 285 €  ","FORD
FUSION
1.6",FORD,FUSION, 16/01/2023, RUSSIE,ESSENCE,181 000 KM,2008,MANUELLE,1.6
"

                              24 903 €  ","FORD
MUSTANG
2.3",FORD,MUSTANG, 16/01/2023, RUSSIE,ESSENCE,82 000 KM,2018,AUTOMATIQUE,2.3
"

                              4 234 €  ","FORD
FREDA",FORD,FREDA, 16/01/2023, RUSSIE,DIESEL,272 000 KM,1997,AUTOMATIQUE,
"

                              30 246 €  ","FORD
EXPLORER
V6 3.5",FORD,EXPLORER, 16/01/2023, RUSSIE,ESSENCE,120 000 KM,2018,AUTOMATIQUE,V6 3.5
"

                              50 400 €  ","FORD
TRANSIT
2.2",FORD,TRANSIT, 16/01/2023, RUSSIE,DIESEL,10 KM,2022,MANUELLE,2.2
"

                              3 529 €  ","FORD
FUSION
1.6",FORD,FUSION, 16/01/2023, RUSSIE,ESSENCE,193 000 KM,2005,MANUELLE,1.6
"

                              6 957 €  ","FORD
MONDEO
2.3",FORD,MONDEO, 16/01/2023, RUSSIE,ESSENCE,219 041 KM,2008,AUTOMATIQUE,2.3
"

                              3 015 €  ","FORD
TOURNEO CONNECT
1.8",FORD,TOURNEO CONNECT, 16/01/2023, RUSSIE,DIESEL,250 000 KM,2004,MANUELLE,1.8
"

                              33 976 €  ","FORD
F150
RAPTORV8 6.2",FORD,F150, 16/01/2023, RUSSIE,ESSENCE,90 000 KM,2012,AUTOMATIQUE,RAPTOR
"

                              52 931 €  ","FORD
TRANSIT
2.2",FORD,TRANSIT, 16/01/2023, RUSSIE,DIESEL,7 982 KM,2013,MANUELLE,2.2
"

                              80 656 €  ","FORD
RANGER
RAPTOR",FORD,RANGER, 16/01/2023, RUSSIE,ESSENCE,32 000 KM,2018,AUTOMATIQUE,RAPTOR
"

                              5 192 €  ","FORD
MONDEO
2.3",FORD,MONDEO, 16/01/2023, RUSSIE,ESSENCE,157 000 KM,2008,AUTOMATIQUE,2.3
,"FORD
MUSTANG
H.O2.3",FORD,MUSTANG, 16/01/2023, RUSSIE,ESSENCE,107 000 KM,2019,AUTOMATIQUE,H.O
"

                              19 660 €  ","FORD
TRANSIT CUSTOM
2.0",FORD,TRANSIT CUSTOM, 16/01/2023, RUSSIE,DIESEL,275 000 KM,2016,MANUELLE,2.0
"

                              45 369 €  ","HUMMER
H2
V8 6.0",HUMMER,H2, 17/01/2023, RUSSIE,ESSENCE,178 932 KM,2004,AUTOMATIQUE,V8 6.0
"

                              10 082 €  ","NISSAN
200SX
1.8",NISSAN,200SX, 17/01/2023, RUSSIE,ESSENCE,180 000 KM,1991,MANUELLE,1.8
,"NISSAN
GLORIA",NISSAN,GLORIA, 17/01/2023, RUSSIE,ESSENCE,211 000 KM,1999,AUTOMATIQUE,
"

                              31 254 €  ","NISSAN
QASHQAI
2.0",NISSAN,QASHQAI, 17/01/2023, RUSSIE,ESSENCE,992 KM,2021,AUTOMATIQUE,2.0
"

                              39 320 €  ","NISSAN
SKYLINE
2.0",NISSAN,SKYLINE, 17/01/2023, RUSSIE,ESSENCE,100 000 KM,1992,MANUELLE,2.0
,"NISSAN
PATROL
4X4",NISSAN,PATROL, 17/01/2023, RUSSIE,ESSENCE,305 000 KM,2008,AUTOMATIQUE,4X4
,"NISSAN
PATROL
4X4",NISSAN,PATROL, 17/01/2023, RUSSIE,ESSENCE,174 000 KM,2011,AUTOMATIQUE,4X4
"

                              22 685 €  ","NISSAN
MURANO
V6 3.5",NISSAN,MURANO, 17/01/2023, RUSSIE,ESSENCE,73 600 KM,2019,AUTOMATIQUE,V6 3.5
,"NISSAN
QASHQAI
2.0",NISSAN,QASHQAI, 17/01/2023, RUSSIE,ESSENCE,45 000 KM,2020,AUTOMATIQUE,2.0
,"NISSAN
PATHFINDER
2.54X4",NISSAN,PATHFINDER, 17/01/2023, RUSSIE,DIESEL,170 000 KM,2012,AUTOMATIQUE,2.5
"

                              19 912 €  ","NISSAN
ROGUE SPORT
2.0SPORT4X4",NISSAN,ROGUE SPORT, 17/01/2023, RUSSIE,ESSENCE,111 000 KM,2019,AUTOMATIQUE,2.0
"

                              16 484 €  ","NISSAN
200SX
2.0",NISSAN,200SX, 17/01/2023, RUSSIE,ESSENCE,80 100 KM,1998,MANUELLE,2.0
,"NISSAN
TEANA
2.5",NISSAN,TEANA, 17/01/2023, RUSSIE,ESSENCE,149 000 KM,2014,AUTOMATIQUE,2.5
"

                              18 652 €  ","NISSAN
X-TRAIL
2.5X4X4",NISSAN,X-TRAIL, 17/01/2023, RUSSIE,ESSENCE,123 000 KM,2015,AUTOMATIQUE,2.5
"

                              18 349 €  ","NISSAN
X-TRAIL
2.0X",NISSAN,X-TRAIL, 17/01/2023, RUSSIE,ESSENCE,108 000 KM,2016,AUTOMATIQUE,2.0
"

                              13 611 €  ","NISSAN
TEANA
2.5",NISSAN,TEANA, 17/01/2023, RUSSIE,ESSENCE,180 000 KM,2012,AUTOMATIQUE,2.5
,"NISSAN
ARMADA
V8 5.64X4",NISSAN,ARMADA, 17/01/2023, RUSSIE,ESSENCE,410 000 KM,2004,AUTOMATIQUE,V8 5.6
"

                              9 074 €  ","NISSAN
PATROL
4X4",NISSAN,PATROL, 17/01/2023, RUSSIE,ESSENCE,423 000 KM,2002,MANUELLE,4X4
"

                              6 553 €  ","NISSAN
LEAF",NISSAN,LEAF, 17/01/2023, RUSSIE,ELECTRIQUE,103 000 KM,2013,AUTOMATIQUE,
,"NISSAN
AVENIR
2.0",NISSAN,AVENIR, 17/01/2023, RUSSIE,ESSENCE,300 000 KM,2004,AUTOMATIQUE,2.0
,"NISSAN
SUNNY
1.5",NISSAN,SUNNY, 17/01/2023, RUSSIE,ESSENCE,272 000 KM,1999,MANUELLE,1.5
"

                              2 823 €  ","NISSAN
TERRANO
2.74X4",NISSAN,TERRANO, 17/01/2023, RUSSIE,DIESEL,250 000 KM,1993,AUTOMATIQUE,2.7
,"BMW
SERIE 3
3302.0",BMW,SERIE 3, 17/01/2023, RUSSIE,ESSENCE,23 000 KM,2019,AUTOMATIQUE,330
,"FORD
FOCUS
1.6",FORD,FOCUS, 17/01/2023, RUSSIE,ESSENCE,200 000 KM,2004,MANUELLE,1.6
,"BMW
X5
4.6I",BMW,X5, 17/01/2023, RUSSIE,ESSENCE,330 000 KM,2002,AUTOMATIQUE,4.6I
"

                              8 015 €  ","NISSAN
X-TRAIL
2.0X4X4",NISSAN,X-TRAIL, 17/01/2023, RUSSIE,ESSENCE,141 430 KM,2007,AUTOMATIQUE,2.0
,"NISSAN
QASHQAI
1.6",NISSAN,QASHQAI, 17/01/2023, RUSSIE,ESSENCE,400 000 KM,2007,MANUELLE,1.6
,"BMW
X5
30I",BMW,X5, 17/01/2023, RUSSIE,ESSENCE,340 000 KM,2007,AUTOMATIQUE,30I
"

                              13 107 €  ","NISSAN
MURANO
V6 3.54X4",NISSAN,MURANO, 17/01/2023, RUSSIE,ESSENCE,205 000 KM,2010,AUTOMATIQUE,V6 3.5
"

                              37 808 €  ","BMW
X5
50I",BMW,X5, 17/01/2023, RUSSIE,ESSENCE,82 000 KM,2011,AUTOMATIQUE,50I
"

                              20 164 €  ","BMW
X6
30D3.0",BMW,X6, 17/01/2023, RUSSIE,DIESEL,238 000 KM,2010,AUTOMATIQUE,30D
,"BMW
SERIE 5
530D XDRIVE",BMW,SERIE 5, 17/01/2023, RUSSIE,DIESEL,128 000 KM,2019,AUTOMATIQUE,530D XDRIVE
