"Car Name" "Car Details" "Car Price"
"2017 CHEVROLET EQUINOX LT LT1 - 2GNALCEK2H6231998" "Asking price $14,999 near Oklahoma City, OK 73122 miles driven 109,061 mi avg. miles 15,580 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray stock # 231998 vin # 2GNALCEK2H6231998 History Vehicle Report avg mileage 25 mpg fuel type Flexible-Fuel features Full Options List" "$ 14,999

$268.84 Est. Mo."
"2018 HONDA CR-V EX - 7FARW2H54JE044950" "Asking price $22,995 near Manchester, CT 06042 miles driven 94,791 mi avg. miles 15,798 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black stock # 044950 vin # 7FARW2H54JE044950 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 22,995

$412.16 Est. Mo."
"2017 JEEP WRANGLER UNLIMITED SPORT - 1C4BJWDG7HL684975" "Asking price $31,897 near Lake Wales, FL 33859 miles driven 25,307 mi avg. miles 3,615 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 684975 vin # 1C4BJWDG7HL684975 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 31,897

$571.72 Est. Mo."
"2017 CHEVROLET TAHOE PREMIER - 1GNSKCKC5HR323356" "Asking price $29,999 near Grand Junction, CO 81505 miles driven 100,423 mi avg. miles 14,346 mi/yr condition Used body style SUV engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Blue interior color Brown stock # 323356 vin # 1GNSKCKC5HR323356 History Vehicle Report avg mileage 18 mpg fuel type Flexible-Fuel features Full Options List" "$ 29,999

$537.70 Est. Mo."
"2012 TOYOTA AVALON - 4T1BK3DB6CU462930" "Asking price $9,500 near Tampa, FL 33619 miles driven 117,915 mi avg. miles 9,826 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Gray stock # 462930 vin # 4T1BK3DB6CU462930 History Vehicle Report avg mileage 22 mpg fuel type Gasoline features Full Options List" "$ 9,500

$170.28 Est. Mo."
"2022 FORD ECOSPORT S - MAJ6S3FLXNC464562" "Asking price $24,900 near Dushore, PA 18614 miles driven 8,163 mi avg. miles 4,081 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Gray interior color Gray stock # 464562 vin # MAJ6S3FLXNC464562 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 27,390
$ 24,900

$446.31 Est. Mo."
"2021 CHEVROLET EQUINOX LS 1LS - 3GNAXHEVXMS104052" "Asking price $21,000 near Smyrna, GA 30080 miles driven 41,511 mi avg. miles 13,837 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color White interior color Gray stock # 104052 vin # 3GNAXHEVXMS104052 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 21,000

$376.40 Est. Mo."
"2020 DODGE CHARGER SXT - 2C3CDXJG1LH127754" "Asking price $23,995 price drop $35,090 $11,095 near Battle Creek, MI 49017 miles driven 31,060 mi avg. miles 7,765 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Black stock # 127754 vin # 2C3CDXJG1LH127754 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 35,090
$ 23,995

$430.09 Est. Mo."
"2002 CHEVROLET TRAILBLAZER - 1GNDT13S922406675" "Asking price $5,995 near Germansville, PA 18053 miles driven 130,743 mi avg. miles 5,942 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Silver interior color Gray stock # 406675 vin # 1GNDT13S922406675 History Vehicle Report avg mileage 16 mpg fuel type Gasoline features Full Options List" "$ 5,995

$107.45 Est. Mo."
"2019 INFINITI QX50 ESSENTIAL - 3PCAJ5M33KF103579" "Asking price $25,995 price drop $48,980 $22,985 near Patchogue, NY 11772 miles driven 59,576 mi avg. miles 11,915 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Silver interior color Black stock # 103579 vin # 3PCAJ5M33KF103579 History Vehicle Report avg mileage 26 mpg fuel type Gasoline features Full Options List" "$ 48,980
$ 25,995

$465.93 Est. Mo."
"2019 JEEP CHEROKEE LIMITED EDITION - 1C4PJMDX5KD424960" "Asking price $26,988 near Shippensburg, PA 17257 miles driven 27,798 mi avg. miles 5,559 mi/yr condition Certified Pre-Owned body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Black interior color Black stock # 424960 vin # 1C4PJMDX5KD424960 History Vehicle Report fuel type Gasoline features Full Options List" "$ 26,988

$483.73 Est. Mo."
"2017 RAM 1500 ST EXPRESS - 1C6RR7FT6HS759685" "Asking price $21,988 near Medway, MA 02053 miles driven 104,663 mi avg. miles 14,951 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Gray stock # 759685 vin # 1C6RR7FT6HS759685 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 21,988

$394.11 Est. Mo."
"2019 VOLKSWAGEN JETTA S - 3VWC57BU0KM071431" "Asking price $18,800 near Charlotte, NC 28273 miles driven 30,726 mi avg. miles 6,145 mi/yr condition Certified Pre-Owned body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Black stock # 071431 vin # 3VWC57BU0KM071431 History Vehicle Report avg mileage 34 mpg fuel type Gasoline features Full Options List" "$ 18,800

$336.97 Est. Mo."
"2021 CHEVROLET SILVERADO 1500 RST - 1GCUYEED1MZ131121" "Asking price $41,970 near Conneaut, OH 44030 miles driven 50,869 mi avg. miles 16,956 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD interior color Black stock # 131121 vin # 1GCUYEED1MZ131121 History Vehicle Report fuel type Gasoline features Full Options List" "$ 41,970

$752.27 Est. Mo."
"2022 RAM 1500 LARAMIE - 1C6RREJTXNN291529" "Asking price $42,900 near Phoenix, AZ 85014 miles driven 18,220 mi avg. miles 9,110 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain RWD exterior color Black interior color Black stock # 291529 vin # 1C6RREJTXNN291529 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 42,900

$768.94 Est. Mo."
"2021 FORD BRONCO SPORT BIG BEND - 3FMCR9B63MRA68836" "Asking price $25,997 near Schoolcraft, MI 49087 miles driven 58,627 mi avg. miles 19,542 mi/yr condition Used body style SUV engine 3 Cyl transmission Automatic drivetrain 4WD exterior color Green interior color Black stock # A68836 vin # 3FMCR9B63MRA68836 History Vehicle Report avg mileage 26 mpg fuel type Gasoline features Full Options List" "$ 28,597
$ 25,997

$465.97 Est. Mo."
"2020 FORD ECOSPORT SE - MAJ6S3GL8LC322660" "Asking price $19,998 near Norwich, CT 06360 miles driven 41,116 mi avg. miles 10,279 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Blue interior color Gray stock # 322660 vin # MAJ6S3GL8LC322660 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 19,998

$358.44 Est. Mo."
"2021 HYUNDAI TUCSON SE - KM8J2CA4XMU373798" "Asking price $19,888 near Bronx, NY 10466 miles driven 24,928 mi avg. miles 8,309 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Black stock # 373798 vin # KM8J2CA4XMU373798 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 19,888

$356.47 Est. Mo."
"2019 FORD EDGE SEL - 2FMPK4J91KBB61631" "Asking price $25,978 near Williamsport, PA 17701 miles driven 51,516 mi avg. miles 10,303 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Red stock # B61631 vin # 2FMPK4J91KBB61631 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 25,978

$465.63 Est. Mo."
"2005 DODGE RAM 1500 SLT - 1D7HA18N95S180991" "Asking price $9,995 near Buena Park, CA 90621 miles driven 118,558 mi avg. miles 6,239 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain RWD exterior color White interior color Tan stock # 180991 vin # 1D7HA18N95S180991 History Vehicle Report avg mileage 12 mpg fuel type Gasoline features Full Options List" "$ 9,995

$179.15 Est. Mo."
"2012 HONDA ODYSSEY EX L - 5FNRL5H61CB051730" "Asking price $7,995 near Rosenberg, TX 77471 miles driven 149,188 mi avg. miles 12,432 mi/yr condition Used body style Minivan engine 6 Cyl transmission Automatic drivetrain FWD exterior color White interior color Tan stock # 051730 vin # 5FNRL5H61CB051730 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 7,995

$143.30 Est. Mo."
"2021 FORD EXPLORER XLT - 1FMSK8DH8MGA00824" "Asking price $25,918 near Hearne, TX 77859 miles driven 69,221 mi avg. miles 23,073 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Black interior color Black stock # A00824 vin # 1FMSK8DH8MGA00824 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 25,918

$464.55 Est. Mo."
"2014 CHEVROLET SILVERADO 1500 LT - 1GCNKRECXEZ277880" "Asking price $18,988 near Paw Paw, MI 49079 miles driven 161,490 mi avg. miles 16,149 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Red interior color Black stock # 277880 vin # 1GCNKRECXEZ277880 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 18,988

$340.34 Est. Mo."
"2007 HYUNDAI SONATA SE - 5NPEU46F07H176153" "Asking price $4,995 near Poughkeepsie, NY 12601 miles driven 158,000 mi avg. miles 9,294 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Gray stock # 176153 vin # 5NPEU46F07H176153 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 4,995

$89.53 Est. Mo."
"2023 NISSAN ROGUE SV - 5N1BT3BA5PC745144" "Asking price $30,690 near Clinton, NC 28328 miles driven 10,357 mi avg. miles 10,357 mi/yr condition Certified Pre-Owned body style SUV engine 3 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 745144 vin # 5N1BT3BA5PC745144 History Vehicle Report avg mileage 33 mpg fuel type Gasoline features Full Options List" "$ 30,690

$550.09 Est. Mo."
"2016 CHEVROLET SILVERADO 1500 LT - 1GCNKRECXGZ139324" "Asking price $26,995 near Manistee, MI 49660 miles driven 83,035 mi avg. miles 10,379 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 139324 vin # 1GCNKRECXGZ139324 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 26,995

$483.86 Est. Mo."
"2021 FORD ESCAPE SE - 1FMCU9G66MUB09251" "Asking price $25,499 near Columbia, SC 29209 miles driven 23,188 mi avg. miles 7,729 mi/yr condition Used body style SUV engine 3 Cyl transmission Automatic drivetrain AWD exterior color Red interior color Gray stock # B09251 vin # 1FMCU9G66MUB09251 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 25,499

$457.04 Est. Mo."
"2011 CHEVROLET EXPRESS 3500 LT - 1GAZGYFG5B1165344" "Asking price $15,995 price drop $16,995 $1,000 near Charlotte, NC 28206 miles driven 122,514 mi avg. miles 9,424 mi/yr condition Used body style Van engine 8 Cyl transmission Automatic drivetrain RWD exterior color White interior color Gray stock # 165344 vin # 1GAZGYFG5B1165344 History Vehicle Report fuel type Flexible-Fuel features Full Options List" "$ 16,995
$ 15,995

$286.69 Est. Mo."
"2015 GMC SIERRA 1500 SLE - 1GTR1UEC8FZ301523" "Asking price $23,132 near Milan, IN 47031 miles driven 92,306 mi avg. miles 10,256 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain RWD exterior color White interior color Black stock # 301523 vin # 1GTR1UEC8FZ301523 History Vehicle Report avg mileage 19 mpg fuel type Flexible-Fuel features Full Options List" "$ 23,132

$414.62 Est. Mo."
"2015 CHEVROLET SPARK EV LT LT2 - KL8CL6S09FC705626" "Asking price $7,840 near Tacoma, WA 98444 miles driven 71,705 mi avg. miles 7,967 mi/yr condition Used body style Hatchback engine Electric transmission Automatic drivetrain FWD exterior color Black stock # 705626 vin # KL8CL6S09FC705626 History Vehicle Report avg mileage 119 mpg fuel type Electric features Full Options List" "$ 7,840

$140.52 Est. Mo."
"2022 CHEVROLET EQUINOX PREMIER - 3GNAXXEV3NS197797" "Asking price $29,999 price drop $33,500 $3,501 near Rome, GA 30161 miles driven 13,640 mi avg. miles 6,820 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 197797 vin # 3GNAXXEV3NS197797 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 33,500
$ 29,999

$537.70 Est. Mo."
"2018 SUBARU FORESTER 2.5I - JF2SJABC2JH536682" "Asking price $19,495 near Manchester, CT 06042 miles driven 72,530 mi avg. miles 12,088 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Black stock # 536682 vin # JF2SJABC2JH536682 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 19,495

$349.43 Est. Mo."
"2014 TOYOTA RAV4 LIMITED EDITION - 2T3DFREV9EW164679" "Asking price $18,500 near Ellicott City, MD 21043 miles driven 78,110 mi avg. miles 7,811 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Blue interior color Gray stock # 164679 vin # 2T3DFREV9EW164679 History Vehicle Report avg mileage 24 mpg fuel type Gasoline features Full Options List" "$ 18,500

$331.59 Est. Mo."
"2017 FORD F-150 LARIAT - 1FTEW1EG6HKE45309" "Asking price $25,950 near Vinita, OK 74301 miles driven 152,189 mi avg. miles 21,741 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Tan stock # E45309 vin # 1FTEW1EG6HKE45309 History Vehicle Report fuel type Gasoline features Full Options List" "$ 25,950

$465.13 Est. Mo."
"2018 HONDA FIT EX - 3HGGK5H86JM728728" "Asking price $17,988 price drop $19,995 $2,007 near Burlingame, CA 94010 miles driven 51,252 mi avg. miles 8,542 mi/yr condition Used body style Hatchback engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray stock # 728728 vin # 3HGGK5H86JM728728 History Vehicle Report avg mileage 36 mpg fuel type Gasoline features Full Options List" "$ 19,995
$ 17,988

$322.42 Est. Mo."
"2013 FORD EDGE SEL - 2FMDK4JC4DBA96209" "Asking price $10,000 near Waterford, MI 48327 miles driven 119,256 mi avg. miles 10,841 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Black stock # A96209 vin # 2FMDK4JC4DBA96209 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 10,000

$179.24 Est. Mo."
"2014 PORSCHE 911 CARRERA S - WP0CB2A98ES154239" "Asking price $78,759 near Phoenix, AZ 85054 miles driven 35,446 mi avg. miles 3,544 mi/yr condition Used body style Convertible engine 6 Cyl drivetrain RWD exterior color Brown interior color Tan stock # 154239 vin # WP0CB2A98ES154239 History Vehicle Report avg mileage 22 mpg fuel type Gasoline features Full Options List" "$ 78,759

$1411.68 Est. Mo."
"2021 NISSAN ALTIMA PLATINUM - 1N4BL4FW6MN385243" "Asking price $27,899 near Olathe, KS 66062 miles driven 17,848 mi avg. miles 5,949 mi/yr condition Certified Pre-Owned body style Sedan engine 4 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 385243 vin # 1N4BL4FW6MN385243 History Vehicle Report avg mileage 30 mpg fuel type Gasoline features Full Options List" "$ 27,899

$500.06 Est. Mo."
"2017 FORD FUSION SE - 3FA6P0HD5HR240255" "Asking price $10,941 price drop $14,700 $3,759 near Fredericksburg, VA 22408 miles driven 100,053 mi avg. miles 14,293 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Black interior color Black stock # 240255 vin # 3FA6P0HD5HR240255 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 14,700
$ 10,941

$196.11 Est. Mo."
"2020 FORD F-250 PLATINUM EDITION - 1FT7W2BT3LED29542" "Asking price $70,991 near Winder, GA 30680 miles driven 54,312 mi avg. miles 13,578 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # D29542 vin # 1FT7W2BT3LED29542 History Vehicle Report fuel type Diesel features Full Options List" "$ 70,991

$1272.44 Est. Mo."
"2023 NISSAN KICKS SR - 3N1CP5DV1PL530196" "Asking price $24,999 near Brandywine, MD 20613 miles driven 3,000 mi avg. miles 3,000 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 530196 vin # 3N1CP5DV1PL530196 History Vehicle Report avg mileage 33 mpg fuel type Gasoline features Full Options List" "$ 24,999
